age,race,gender,employment,education,married,person_living_in_house,salary,house_type,house_value,vehicle,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment
31,Sapiens,F,Employed,Diploma,Yes,4,7K to 8K,Parent's house,,Asia brand car,0,0,Own transport,2200,0,300,1000,1000,0,0,0,0
54,Kree,M,Employed,High School,Yes,4,2K to 3K,Own house - kampung / wooden house,Below 100K,Motorcycle,,0,Own transport,100,,150,500,0,,,,
49,Sapiens,M,Employed,High School,Yes,6,4K to 5K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,Own transport,700,0,100,1200,1500,0,0,0,0
41,Skrull,M,Employed,Bachelor's Degree,Yes,5,10K or more,Own house - bungalows,More than 1M,Asia brand car,0,2000,Own transport,1500,0,600,2000,1500,0,0,0,0
24,Sapiens,M,Unemployed,High School,No,4,Less than 1K,Parent's house,Below 100K,Motorcycle,0,0,Own transport,100,0,,0,0,0,0,0,0
61,Kree,F,Unemployed,High School,Yes,4,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,150,0,200,400,0,0,0,0,0
54,Kree,M,Self-employed,High School,Yes,3,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,,,Own transport,100,,80,400,100,,,,
37,Sapiens,M,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - double storey terrace,300K to 400K,Asia brand car,0,1600,Own transport,400,0,400,800,1500,0,0,0,0
61,Kree,M,Private sector retiree,Bachelor's Degree,Yes,8,1K to 2K,Own house - condominiums,300K to 400K,Asia brand car,0,500,,200,0,300,500,0,0,0,0,0
36,Sapiens,F,Employed,High School,Yes,4,2K to 3K,Own house - flat,100K to 200K,Local brand car,0,700,,300,0,200,1000,1000,0,0,0,0
37,Sapiens,F,Unemployed,High School,Yes,5,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,250,0,0,250,0,0,0,0
60,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,300,0,Own transport,20,0,70,700,360,0,0,0,0
66,Kree,M,Government retiree,Diploma,Yes,3,2K to 3K,Own house - one storey terrace,300K to 400K,Local brand car,0,500,Own transport,650,0,250,1000,0,0,0,0,0
50,Kree,F,Unemployed,High School,Yes,6,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,0,0,Own transport,50,,100,600,300,0,0,0,0
27,Kree,F,Unemployed,Bachelor's Degree,Yes,5,1K to 2K,Parent's house,,Local brand car,0,500,Own transport,400,0,150,150,100,0,0,0,0
63,Kree,M,Self-employed,Certificates,Yes,10 or more,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,600,0,140,450,,0,0,0,0
32,Sapiens,M,Employed,Bachelor's Degree,No,4,5K to 6K,Parent's house,100K to 200K,Asia brand car,0,0,Own transport,1000,0,400,300,0,0,0,0,0
58,Kree,F,Unemployed,High School,Yes,2,1K to 2K,Rental house - single storey,,Motorcycle,450,0,Own transport,50,0,60,500,0,590,0,0,0
52,Kree,M,Employed,High School,Yes,8,3K to 4K,Own house - one storey terrace,100K to 200K,Local brand car,0,800,Own transport,300,0,700,1000,800,1500,0,0,0
45,Skrull,F,Unemployed,High School,Yes,5,2K to 3K,Own house - one storey terrace,100K to 200K,Local brand car,,0,Own transport,0,,150,500,130,,,,
51,Skrull,F,Employed,High School,Divorcee,3,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,200,0,0,0,100,0,0,0,0
56,Skrull,M,Employed,Bachelor's Degree,Yes,5,10K or more,Own house - double storey terrace,500K to 600K,Asia brand car,0,600,Own transport,500,0,250,1500,1000,0,0,0,0
77,Sapiens,M,Unemployed,High School,Yes,8,Less than 1K,Parent's house,,Europe brand car,0,0,Own transport,400,0,0,0,0,0,0,0,0
57,Kree,F,Employed,High School,Yes,4,1K to 2K,Rental house - single storey,,Local brand car,300,0,Own transport,550,0,100,500,0,0,0,0,0
32,Kree,F,Others,High School,Divorcee,5,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,50,0,300,300,200,0,0,0,0
68,Kree,M,Private sector retiree,High School,Yes,5,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,300,0,85,350,0,0,0,0,0
62,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,20,0,100,500,0,0,0,0,0
28,Sapiens,F,Unemployed,Bachelor's Degree,No,3,1K to 2K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
30,Sapiens,M,Employed,High School,Yes,3,4K to 5K,Rental house - double storey terrace,,Local brand car,1200,0,,500,0,100,400,0,0,0,0,0
58,Kree,F,Unemployed,Certificates,Yes,3,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,200,200,100,0,0,0,0
53,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,200,0,100,500,1000,0,0,0,0
29,Kree,M,Employed,Diploma,Yes,4,5K to 6K,Own house - one storey terrace,200K to 300K,Local brand car,,2000,Own transport,1000,,500,500,1000,,,,
61,Kree,M,Self-employed,High School,Yes,6,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,300,0,70,1500,0,0,0,0,0
36,Sapiens,M,Employed,Bachelor's Degree,Yes,4,7K to 8K,Own house - double storey terrace,200K to 300K,Asia brand car,0,1300,Own transport,700,0,200,2000,700,1000,400,0,0
61,Kree,F,Employed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,250,Own transport,70,0,50,200,0,0,0,0,0
82,Sapiens,F,Government retiree,High School,Yes,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,100,300,400,0,0,0,0,0
51,Skrull,M,Employed,Bachelor's Degree,Yes,4,9K to 10K,Own house - double storey terrace,400K to 500K,Asia brand car,0,2300,Own transport,1000,0,600,2000,500,0,0,0,0
51,Sapiens,F,Employed,High School,Yes,3,3K to 4K,Own house - condominiums,Below 100K,Asia brand car,0,3300,Own transport,400,0,200,1000,0,0,0,0,0
32,Sapiens,M,Employed,Bachelor's Degree,No,4,5K to 6K,Parent's house,100K to 200K,Asia brand car,0,0,Own transport,1000,0,400,300,0,0,0,0,0
47,Sapiens,F,Unemployed,High School,Yes,3,,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
33,Kree,F,Employed,Diploma,No,1,2K to 3K,Rental house - single storey,Below 100K,Did not own any vehicle,300,0,,0,0,200,300,0,450,0,0,0
44,Sapiens,M,Self-employed,High School,No,1,Less than 1K,Rental house - double storey terrace,,Motorcycle,300,0,Own transport,40,0,30,300,0,0,0,0,0
68,Kree,M,Government retiree,High School,Yes,3,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,100,0,300,600,0,0,0,0,0
27,Kree,M,Employed,High School,No,4,1K to 2K,Parent's house,Below 100K,Motorcycle,,0,Own transport,280,,200,217,0,,,,
26,Sapiens,F,Employed,Diploma,No,6,2K to 3K,Parent's house,Below 100K,Local brand car,0,0,Own transport,700,0,300,500,0,0,150,0,0
29,Sapiens,F,Employed,High School,Yes,2,Less than 1K,Own house - one storey terrace,100K to 200K,Asia brand car,0,0,,0,0,0,0,0,0,0,0,0
62,Sapiens,M,Unemployed,High School,Yes,8,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,600,0,0,0,0,0
67,Kree,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,,Motorcycle,0,0,,0,0,150,300,0,0,0,0,0
45,Kree,M,Employed,Bachelor's Degree,Yes,5,10K or more,Own house - double storey terrace,800K to 1M,Asia brand car,0,3000,Own transport,1500,0,500,5000,2000,0,0,0,0
39,Sapiens,M,Employed,High School,No,7,,Parent's house,,Local brand car,0,0,Own transport,1200,0,200,300,0,0,0,0,0
45,Others,M,Employed,Bachelor's Degree,Yes,4,5K to 6K,Own house - double storey terrace,More than 1M,Asia brand car,0,1300,Public transport,250,0,500,300,0,2300,0,0,0
57,Skrull,F,Unemployed,High School,Yes,6,Less than 1K,Rental house - single storey,,Did not own any vehicle,350,0,,0,0,200,300,0,0,0,0,0
27,Kree,M,Unemployed,High School,No,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,30,0,0,0,0,0,0
66,Skrull,M,Private sector retiree,High School,Yes,4,Less than 1K,Own house - flat,Below 100K,Motorcycle,0,400,Own transport,300,0,0,0,0,0,0,0,0
59,Skrull,F,Unemployed,High School,Yes,5,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,600,0,,0,0,150,1000,100,0,0,0,0
51,Sapiens,M,Unemployed,Bachelor's Degree,Yes,2,Less than 1K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,Own transport,500,0,400,600,0,0,0,400,0
50,Sapiens,F,Employed,High School,Yes,7,4K to 5K,Own house - kampung / wooden house,400K to 500K,Local brand car,0,1800,Own transport,300,0,500,1500,1000,0,0,200,0
56,Skrull,M,Self-employed,High School,Yes,10 or more,4K to 5K,Own house - bungalows,200K to 300K,Asia brand car,0,0,Own transport,1500,0,1000,2000,500,0,0,0,0
62,Skrull,F,Unemployed,High School,Yes,2,,Rental house - flat,,Did not own any vehicle,700,0,Public transport,0,200,0,0,0,0,0,0,0
56,Sapiens,F,Employed,Diploma,Divorcee,2,4K to 5K,Own house - bungalows,400K to 500K,Did not own any vehicle,0,0,Public transport,0,100,200,1500,500,0,0,0,0
61,Kree,F,Self-employed,High School,Divorcee,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,,0,Public transport,,0,0,100,0,,,,
48,Kree,M,Employed,High School,Yes,4,1K to 2K,Rental house - single storey,,Local brand car,200,0,Own transport,250,0,200,700,300,1100,0,0,0
49,Kree,M,Self-employed,High School,Yes,7,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,200,0,150,500,100,0,0,0,0
31,Kree,M,Self-employed,High School,No,1,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,400,0,0,400,0,0,0,0,0
36,Kree,F,Employed,Bachelor's Degree,Yes,4,5K to 6K,Own house - double storey terrace,Below 100K,Local brand car,0,1000,Own transport,300,0,300,0,400,1700,0,0,0
24,Sapiens,F,Employed,Bachelor's Degree,No,8,2K to 3K,Rental house - condominiums,,Local brand car,377,0,,200,0,100,600,0,377,0,0,0
31,Kree,F,Employed,Bachelor's Degree,Yes,3,10K or more,Rental house - condominiums,,Asia brand car,400,0,Own transport,2500,0,0,1000,1000,1000,0,0,0
52,Skrull,F,Self-employed,High School,Yes,2,1K to 2K,Parent's house,,,300,0,Own transport,500,0,150,500,0,0,0,0,0
52,Kree,F,Unemployed,High School,Yes,7,,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
25,Skrull,M,Unemployed,Bachelor's Degree,No,5,Less than 1K,Parent's house,,Asia brand car,0,0,Own transport,1500,0,0,500,0,0,0,0,0
35,Sapiens,F,Employed,Bachelor's Degree,No,2,10K or more,Own house - double storey terrace,500K to 600K,Did not own any vehicle,0,2700,,0,0,450,1500,0,0,0,0,0
33,Kree,M,Employed,High School,Yes,6,2K to 3K,Rental house - single storey,,Local brand car,250,0,Own transport,250,0,50,800,1200,0,0,0,0
73,Skrull,F,Unemployed,High School,No,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,100,300,0,0,0,0,0
67,Skrull,M,Unemployed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,Public transport,0,100,30,200,0,0,0,0,0
54,Sapiens,M,Employed,High School,Yes,5,4K to 5K,Own house - double storey terrace,200K to 300K,Asia brand car,0,900,Own transport,650,0,400,900,0,0,0,0,0
58,Kree,F,Unemployed,High School,Divorcee,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
24,Kree,F,Others,Bachelor's Degree,No,1,Less than 1K,Parent's house,,Did not own any vehicle,250,0,,0,0,50,200,0,0,0,0,0
34,Kree,F,Employed,Diploma,No,6,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,500,0,200,400,0,0,0,0,0
32,Skrull,M,Employed,High School,Yes,4,3K to 4K,Rental house - single storey,,Asia brand car,500,0,Own transport,1200,0,200,1000,600,0,0,0,0
28,Sapiens,M,Employed,Bachelor's Degree,No,2,4K to 5K,Rental house - single storey,Below 100K,Local brand car,1000,,Own transport,800,,150,500,0,,150,500,
30,Kree,M,Employed,High School,No,5,1K to 2K,Parent's house,Below 100K,Local brand car,0,0,Own transport,350,0,0,500,0,0,0,0,0
62,Others,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,50,300,0,0,0,0,0
25,Sapiens,F,Unemployed,Bachelor's Degree,No,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,40000,0,0
35,Skrull,F,Employed,Bachelor's Degree,Yes,3,9K to 10K,Own house - flat,400K to 500K,Local brand car,2000,0,Own transport,1500,0,300,600,0,300,0,0,250
34,Kree,M,Employed,Diploma,No,1,1K to 2K,Rental house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,0,0,250,500,0,0,0,0,0
71,Sapiens,F,Private sector retiree,High School,Yes,1,Less than 1K,Parent's house,,Did not own any vehicle,150,0,,0,0,0,300,0,0,0,0,0
30,Kree,F,Employed,Bachelor's Degree,Yes,2,3K to 4K,Rental house - single storey,,Asia brand car,1500,0,Own transport,1000,0,0,400,0,0,200,0,0
31,Kree,M,Employed,High School,Yes,3,4K to 5K,Rental house - flat,Below 100K,Local brand car,200,0,Own transport,600,0,150,600,300,600,0,0,0
65,Kree,M,Government retiree,Certificates,Yes,3,2K to 3K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,300,0,250,1000,0,0,0,0,0
47,Others,M,Employed,Certificates,Yes,9,2K to 3K,Parent's house,,Motorcycle,0,0,Own transport,50,0,0,1000,500,0,0,0,0
29,Skrull,M,Self-employed,Diploma,No,3,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,300,0,0,500,0,0,200,0,0
43,Skrull,M,Employed,Bachelor's Degree,No,4,9K to 10K,Parent's house,,Asia brand car,0,0,Own transport,1200,0,800,600,0,0,0,0,0
30,Sapiens,F,Employed,Diploma,Yes,3,7K to 8K,Parent's house,Below 100K,Local brand car,0,0,Own transport,800,0,0,500,0,0,0,600,0
58,Sapiens,M,Self-employed,Diploma,Yes,4,2K to 3K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,,0,Own transport,300,,0,0,0,,,,
27,Kree,M,Unemployed,High School,Yes,2,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,0,0,150,300,0,0,0,250,0
25,Sapiens,F,Employed,Bachelor's Degree,No,1,1K to 2K,Rental house - condominiums,200K to 300K,Did not own any vehicle,0,0,,0,0,0,500,0,0,300,0,0
56,Skrull,M,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - bungalows,200K to 300K,Asia brand car,0,1000,Own transport,1000,0,500,0,1200,0,0,0,0
27,Kree,F,Employed,Bachelor's Degree,Yes,2,2K to 3K,Rental house - single storey,,Local brand car,350,0,Own transport,450,0,50,300,0,0,0,0,0
31,Kree,M,Employed,High School,Yes,4,Less than 1K,Own house - flat,,Motorcycle,350,0,Own transport,255,0,200,200,130,0,0,0,0
52,Kree,M,Employed,High School,Yes,10 or more,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,210,0,Own transport,140,0,0,500,100,0,0,0,0
27,Kree,F,Others,Diploma,No,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,200,0,0,0,0,0
44,Kree,F,Unemployed,Diploma,Yes,4,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,400,0,300,1000,500,0,0,0,0
65,Skrull,F,Unemployed,High School,Yes,3,2K to 3K,Own house - double storey terrace,300K to 400K,,0,2000,,1000,0,150,2000,0,0,0,0,0
56,Kree,M,Unemployed,High School,Yes,10 or more,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,100,0,100,150,0,0,0,0,0
68,Kree,M,Self-employed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,50,0,50,300,0,0,0,0,0
61,Sapiens,F,Unemployed,High School,Yes,4,1K to 2K,Rental house - single storey,,Motorcycle,600,0,Own transport,100,0,300,0,0,0,0,0,0
29,Kree,F,Unemployed,High School,Yes,4,1K to 2K,Rental house - single storey,,Did not own any vehicle,300,,,0,0,30,600,28,0,0,0,0
61,Kree,F,Unemployed,Certificates,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,,0,0,50,1000,200,0,0,0,0
38,Sapiens,F,Employed,High School,Yes,8,2K to 3K,Rental house - double storey terrace,,Local brand car,1500,0,Own transport,300,0,0,1000,1500,180,0,0,0
57,Skrull,F,Unemployed,High School,No,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
57,Kree,F,Unemployed,Diploma,Yes,2,2K to 3K,Rental house - condominiums,,Asia brand car,1200,,Own transport,500,,500,1000,0,0,0,0,0
59,Kree,F,Employed,High School,Yes,10 or more,3K to 4K,Parent's house,,Asia brand car,0,180,Own transport,1000,0,500,1000,0,400,0,0,0
26,Kree,F,Self-employed,Bachelor's Degree,No,5,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,200,150,0,0,50,0,0
62,Sapiens,M,Private sector retiree,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,30,0,50,200,0,0,0,0,0
41,Sapiens,F,Employed,Bachelor's Degree,No,2,10K or more,Parent's house,,Asia brand car,0,0,Own transport,500,0,650,3000,0,0,0,3000,0
65,Sapiens,M,Self-employed,High School,Yes,3,2K to 3K,Own house - one storey terrace,Below 100K,Asia brand car,0,0,Own transport,100,0,20,1000,0,0,0,0,0
27,Skrull,M,Employed,Bachelor's Degree,No,1,4K to 5K,Parent's house,,Local brand car,0,0,Own transport,1000,0,0,600,0,0,25000,0,0
28,Sapiens,F,Employed,High School,Yes,,,,,,,,,,,,,,,,,
58,Others,F,Employed,High School,No,10 or more,3K to 4K,Own house - one storey terrace,Below 100K,Local brand car,0,400,Own transport,400,0,500,350,0,0,0,0,0
66,Skrull,F,Employed,High School,Yes,5,1K to 2K,Own house - flat,,Motorcycle,0,0,Own transport,200,0,150,500,0,0,0,0,0
59,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,Public transport,0,20,300,200,0,0,0,0,0
27,Sapiens,F,Employed,Bachelor's Degree,No,1,3K to 4K,Rental house - double storey terrace,,Asia brand car,1000,0,Own transport,500,0,200,1000,0,0,0,1500,0
55,Kree,M,Employed,High School,Yes,5,3K to 4K,Own house - flat,Below 100K,Motorcycle,0,200,Own transport,100,0,200,1000,100,0,0,0,0
60,Skrull,F,Employed,High School,Yes,5,Less than 1K,Rental house - flat,Below 100K,Did not own any vehicle,124,0,Public transport,0,100,300,0,150,0,0,0,0
35,Sapiens,M,Employed,High School,No,5,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,150,0,700,1000,0,0,0,0,0
32,Kree,F,Employed,Bachelor's Degree,Yes,3,9K to 10K,Own house - one storey terrace,100K to 200K,Asia brand car,0,800,Own transport,1000,0,500,1000,1000,0,0,0,200
27,Kree,M,Employed,Diploma,No,1,Less than 1K,Parent's house,Below 100K,Motorcycle,0,0,Own transport,30,0,0,600,0,0,250,0,0
31,Sapiens,F,Employed,Bachelor's Degree,No,3,9K to 10K,Parent's house,Below 100K,Asia brand car,0,0,Own transport,600,0,0,0,0,0,400,0,0
48,Kree,M,Employed,High School,No,1,1K to 2K,Parent's house,Below 100K,Local brand car,0,0,Own transport,290,0,90,150,0,0,0,0,0
45,Sapiens,M,Self-employed,High School,Yes,6,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,400,0,100,350,0,0,0,0,0
51,Skrull,F,Unemployed,High School,Yes,2,1K to 2K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Public transport,0,60,400,1100,0,0,0,200,0
33,Sapiens,F,Employed,Bachelor's Degree,No,4,10K or more,Parent's house,Below 100K,Asia brand car,0,0,Own transport,1500,0,150,0,0,0,0,4000,0
25,Sapiens,F,Employed,Bachelor's Degree,No,7,2K to 3K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,500,400,2000,500,0,0,0,0
50,Kree,M,Self-employed,High School,No,2,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,50,0,250,300,0,0,0,0,0
24,Kree,M,Employed,Diploma,No,3,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,300,0,450,1000,400,0,150,0,0
54,Kree,F,Unemployed,High School,Yes,5,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,100,0,300,1000,400,0,0,0,0
69,Skrull,F,Unemployed,High School,Yes,5,Less than 1K,Own house - one storey terrace,100K to 200K,,,,,,,,,,,,,
33,Sapiens,M,Employed,High School,No,4,3K to 4K,Parent's house,,Asia brand car,0,0,Own transport,400,0,0,700,0,0,0,0,0
63,Sapiens,M,Self-employed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,500,Own transport,1000,0,300,1000,0,0,0,700,0
